name,eng_name,type,gene,country,description,actors,avgRating,url,commentList,reviewList,createdAt,status,directors,duration,year,img
Yêu Em Từ Dạ Dày,Dating In The Kitchen,False,Phim Hài Hước,Trung Quốc,"
Yêu Em Từ Dạ Dày HD Vietsub, Dating In The Kitchen
Yêu Em Từ Dạ Dày là tác phẩm duy nhất trong năm 2020 đã tạo điểm nhấn bằng một cách rất riêng bởi “yếu tố ẩm thực”. Khẳng định lại châm ngôn nổi tiếng một thời: “Con đường ngắn nhất đi đến trái tim đàn ông là thông qua dạ dày”. Đây là bộ phim phá vỡ biệt danh “mỹ nữ xuyên không” gắn liền với Triệu Lộ Tư suốt những năm qua. Đồng thời, đánh dấu sự trở lại của Lâm Vũ Thân sau vai diễn Dương Tiêu đầy ấn tượng trong “Tân Ỷ Thiên Đồ Long Ký”.
Cố Thắng Nam là cô nàng đầu bếp phụ hậu đậu. Nhưng lại luôn rạng rỡ, lạc quan, với vẻ bề ngoài vô ưu vô tư. Cô có tình yêu bất tận với ẩm thực. Và ấp ủ ước mơ trở thành một ẩm thực gia đại tài. Với mỗi món ăn, cô đều dụng tâm, chế biến tỉ mỉ. Một ngày kia, cô bỗng phát hiện bạn trai bắt cá hai tay. Tổn thương vì thất tình. Cô lại tiếp tục bị đả kích khi hay tin có khả năng thất nghiệp. Bởi khách sạn cô đang làm việc sắp nhượng quyền quản lý. Cùng lúc này, cô đã gặp định mệnh của đời mình – Lộ Tấn.
Lộ Tấn là tổng tài khó tính, độc miệng và hay bắt bẻ. Ông chú này đồng thời là chủ mới của Cố Thắng Nam. Gặp Cố Thắng Nam khi cô nàng vô ý đốt cháy kho bếp của khách sạn. Nhưng rồi, cô nàng đã dùng tài nghệ nấu nướng của mình để chinh phục cả dạ dày lẫn trái tim của anh. Ẩm thực trở thành cấu nối đặc biệt. Đưa hai người khác biệt từ tính cách, địa vị và cả độ tuổi lại gần bên nhau. Biến một Lộ Tấn lạnh lùng, khó gần. Trở thành một anh chàng tinh tế, ngọt ngào, “đốn ngã” trái tim thiếu nữ của Cố Thắng Nam.

","Lâm Vũ Thân,Triệu Lộ Tư",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRxMnI1YjRxNXg1cDQ5NGc0NjRjNGg0dTI2NHoydTUxNjI0MDRiNHI0ZTNzNXQzMjZjM2o1ODM3NHk0MTQyNDI0dDVuNDAzNjM2NGg0NzN2Mm9kRkRSVw==&sub=,[],[],2016-05-18T16:00:00Z,ull 24 tập HD VietSub,Trần Sướng,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/11/yeu-em-tu-da-day-16105-thumbnail-250x350.jpg
Phố Ma Dương Thân Yêu,Dear Mayang Street,False,Phim Hài Hước,Trung Quốc,"
Phố Ma Dương Thân Yêu HD Vietsub, Dear Mayang Street
Phố Ma Dương Thân Yêu là tác phẩm mang nhiều nét tương tự “Lấy danh nghĩa người nhà“. Phim có sự góp mặt của 3 diễn viên thế hệ mới rất được yêu thích Đàm Tùng Vận, Hứa Nguy Châu, Ngưu Tuấn Phong. Khai thác đề tài thanh xuân, tình cảm, gia đình.
Phim lấy bối cảnh vào những năm 80. Tại con phố Ma Dương, Quảng Châu có lịch sử lâu đời. Nơi đây, có 6 gia đình đã gắn bó suốt 30 năm. Xuyên suốt bộ phim là câu chuyện về vận mệnh và mộng tưởng của những con người nhỏ bé.
Âu Tiểu Kiếm là chàng thiếu niên lớn lên ở khu phố Ma Dương. Một ngày kia, cậu đột ngột có sự thay đổi không ngờ tới. Từ học sinh ở trường cảnh sát, lại biến chất trở thành côn đồ. Không ai có thể hiểu được chuyện này. Kể cả người bạn thanh mai trúc mã Mã Hiểu Hiểu còn rơi vào trạng thái mông lung, khó hiểu. Điều này đã khiến hai người bạn xảy ra tranh chấp, rời xa nhau.
Trong lúc này, khu phố có thêm thành viên mới. Dịch Đông Đông là con trai cả của gia đình mới chuyển đến. Và cậu đã yêu thầm Mã Hiểu Hiểu ngay từ cái nhìn đầu tiên. Không chỉ để ý tới cô bạn xinh xắn, cá tính. Cậu còn nhanh chóng gia nhập nhóm những người bạn cùng tuổi như Tôn Chuẩn, Lương Tiểu Bảo, Tăng Hảo, Mã Hiểu Hiểu.
Sau đó, hàng loạt sự kiện bất ngờ diễn ra, giúp ba người bạn Dịch Đông Đông – Âu Tiểu Kiếm – Mã Hiểu Hiểu thắt chặt mối quan hệ. Họ đã cùng nhau trải qua năm tháng dữ dội, khắc cốt ghi tâm của tuổi trẻ.

","Doãn Trí Huyền,Đàm Tùng Vận,Hồ Hạo Bác,Hứa Ngụy Châu,Lý Mộc Nhiên,Ngưu Tuấn Phong",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzR5NWw1aTR0Mmg0aDVuMjQ0cDRmNGg0bTUyNHo1ZjQ3NGs0cTI0NmE0MjZwMjI2MTRtNHUyMjR5M3o1bDVwNHU0ODRrNHEydjJ1MjYzcjVuNTM2czVoNDkzaDR2NW00ZzRjNDk0ZzRzNXc1bzU5YzZrS00=,[],[],2016-05-18T16:00:00Z,ull Tập 37 HD VietSub,Lee Quang,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/11/pho-ma-duong-than-yeu-16095-thumbnail-250x350.jpg
Chốn Bồng Lai,Fairyland Lovers,False,Phim Tâm Lý - Tình Cảm,Trung Quốc,"
Chốn Bồng Lai HD Vietsub, Fairyland Lovers HD
Chốn Bồng Lai là tác phẩm được chuyển thể từ tiểu thuyết cùng tên của điện ảnh Hoa ngữ năm 2019. Tuy không có sự tham gia của những ngôi sao nổi tiếng, song, những gương mặt diễn viên trẻ tuổi đã có màn hoá thân khá ấn tượng. Nội dung phim xoay quanh những câu chuyện, những mối quan hệ tại một phòng khám nhỏ, trong một con hẻm, ở thành phố hiện đại.
Bạch Khởi là bác sỹ chính ở phòng khám. Là chàng trai trẻ, với khả năng chữa bệnh rất giỏi. Đồng thời cũng là một người cất giấu nhiều bí mật. Thực tế, anh chàng là một yêu quái. Nhưng không ai biết về hiện thân thưc sự của Bạch Khởi. Bệnh nhân nếu muốn được chữa khỏi, thì phải có công cụ trao đổi với anh chàng. Sau khi thoả thuận, Bạch Khởi sẽ lấy thứ quý giá từ họ.
Lâm Hạ là người kế tục của gia tộc thông linh Lâm gia. Hiện, là ca sĩ, diễn viên kiêm người mẫu. Một ngày nọ, cô nàng tình cờ gặp gỡ Bạch Khởi. Và bất ngờ hơn nữa, khi Lâm Hạ là bạn cùng nhà. Kiêm luôn chủ nhà của anh chàng bác sỹ.
Sau thời gian sống cùng nhau, mối quan hệ của hai người dần dần trở nên khăng khít. Và rồi, những ký ức của ngàn năm trước, đồng thời được tái hiện. Những mâu thuẫn, những sự việc bất ngờ xuyên suốt từ quá khứ tới hiện tại, khiến cho mọi chuyện bỗng rối tung lên. Liệu rằng, Bạch Khởi và Lâm Hạ sẽ làm gì để giải quyết hết tất cả mọi chuyện rắc rối, phức tap này? Sau cùng, đôi bạn trẻ có thể tận hưởng cuộc sống an nhiên, hạnh phúc?

","Bạch Vũ,Khương Lâm,Lý Minh Đức,Quý Tiêu Băng,Trần Y Hàm,Trịnh Tưu Hoằng,Vu Hân Hòa",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRxMjI0NDZ1NTY0ajR3MjAzMTZhNDY0YzRhNHM0MzZwNTI0ZTNlNGoyZTM0NGkybjRhM3YzeDJ2Mm40cTMzNDQ0bTRrMmgzczJmMmIzYzNrMjAzNDR1NXA1cTN0MncyazNoNWI0bDJzMnAycDJzNXg1NzRhM2E0aTQ2MzM0SlJpMzQ1&sub=,[],[],2016-05-18T16:00:00Z,ull 35 tập HD VietSub,Vương Dịch Đình,45 phút/tập,2019,http://tv.phimmoi18.com/wp-content/uploads/2020/10/chon-bong-lai-15491-thumbnail-250x350.jpg
"Nửa Là Đường Mật, Nửa Là Đau Thương",Love Is Sweet,False,Phim Tâm Lý - Tình Cảm,Trung Quốc,"
Nửa Là Đường Mật, Nửa Là Đau Thương HD Vietsub, Love Is Sweet
Nửa Là Đường Mật, Nửa Là Đau Thương là tác phẩm nổi bật trong đường đua tháng 10 của điện ảnh Hoa ngữ. Với sự góp mặt của bộ đôi “nam thanh nữ tú” La Vân Hi và Bạch Lộc. Đây là bộ phim hội đầy đủ mọi yếu tố khiến dân tình bấn loạn. Đó là thanh mai trúc mã, thanh xuân vườn trường. Là tổng tài “cao phú soái”, tình đơn phương, giá trị nhan sắc cao… Và còn là màn tương tác đỉnh cao và “phản ứng hóa học” bùng nổ của cặp đôi chính.
Viên Soái và Giang Quân vốn là đôi bạn cùng nhau lớn lên từ thuở thơ ấu. Viên Soái luôn bảo vệ và giúp cô bạn “mắc căn bệnh kì lạ” Giang Quân trở nên kiên cường hơn. Nhưng, cuối cùng, vì một hiểu lầm lại khiến hai người bạn xa nhau. Giang Quân chuyển trường và hai người hoàn toàn mất liên lạc. 10 năm sau, Giang Quân và Viên Soái tương phùng trong cuộc phỏng vấn của công ty MH. Lúc này, Viên Soái trở thành “chiến thần bất bại của MH” còn Giang Quân chỉ là một trong số các ứng viên của buổi phỏng vấn.
Giang Quân hiện lên với hình ảnh một cô gái mạnh mẽ, tự tin, điềm tĩnh. Một cô gái đầy bản lĩnh, sở hữu hai bằng thạc sĩ Kinh tế học và Tâm lý học. Một cô gái đầy lý tưởng và hoài bão, nhưng vẫn thuần khiết, lương thiện.
Viên Soái là một chiến thần dũng mãnh, bất bại trong giới đầu tư. Điển trai, giàu có, ngang tang cùng chút thâm độc. Thế nhưng, sau những tranh đấu, lại là hình ảnh một anh chàng lười nhác, tùy ý, ung dung nhưng vẫn toát lên khí chất “cực ngầu”. Ôm ấp mối tình đơn phương 10 năm, lần này, Viên Soái bầy mưu tính kế để đưa Giang Quân trở về bên cạnh mình.
 
","Bạch Lộc,Cao Hãn Vũ,La Vân Hi,Tiêu Yên,Triệu Viên Viên,Vương Dĩ Luân",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzR3NXk1NDR0Mmc0aDVuMjQ0cDRmNGg0bTUyNHM1ODRxNHIyajQwNjY0MjRnNGo1bDJhNGE0eTV5MzA2bzVzNG40aDQ5NHEycTQ4NGo0eTM1NDM0dzU4NHE0cTRsNWs0bDJ0Mm4yNjN0NW81MDZtNGs0NzNpNHU1cDR4NWM0cjVkNGo0bzRtNXM0bjRCVw==,[],[],2016-05-18T16:00:00Z,ull 36 tập HD VietSub,Lee Quang,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/nua-la-duong-mat-nua-la-dau-thuong-15919-thumbnail-250x350.jpg
Tôi Không Phải Tín Đồ Shopping,Rebirth of Shopping Addict,False,Phim Hài Hước,Trung Quốc,"
Tôi Không Phải Tín Đồ Shopping HD Vietsub, Rebirth of Shopping Addict
Tôi Không Phải Tín Đồ Shopping là bộ phim khai thác đề tài về sở thích shopping của các cô gái hiện đại. Xoay quanh những trải nghiệm trong cuộc sống Cao Dương.
Cao Dương là một cô gái xinh đẹp, tựa như nàng công chúa sinh ra đã ngậm thìa vàng. Có một gia đình giàu có, được bố mẹ nuông chiều, muốn gì được nấy. Cô không bao giờ phải lo nghĩ bất kì điều gì, đặc biệt là tiền nong. Và rồi cô trở thành một con nghiện shopping lúc nào không hay. Một ngày kia, công ty của bố cô bị phá sản, kinh tế kiệt quệ, gia đình lục đục. Cuộc sống nhung lụa chốn thiên đường, nhanh chóng rớt xuống địa ngục. Một cuộc sống mới bắt đầu, không tiền, không mua sắm.
Nghiêm Lệ là em trai của trợ lý của bố Cao Dương. Anh nhận lời trợ giúp khi cô khó khăn nhất. Ban đầu, với sự khác biệt về tính cách và cách sống, giữa hai người thường xuyên xung đột. Nhưng chính anh đã ở bên và giúp cô hiểu ra nhiều vấn đề.
Cuối cùng, Cao Dương cũng hiểu ra rằng cô phải thay đổi để thích nghi với cuộc sống khó khăn phía trước. Cô cai nghiện mua sắm, bắt đầu đi tìm việc làm. Cô nỗ lực học hỏi để hoàn thiện bản thân. Cô đã tự biết đứng vững trên đôi chân của chính mình. Đồng thời, trở thành một cô gái biết suy nghĩ, biết kiểm soát được hành vi mua sắm của bản thân. Và cũng lúc này, cô hiểu ra tấm chân tình của Nghiêm Lệ, nắm chặt tay anh, giữ trọn hạnh phúc may mắn mình có được.

","Lộ Thần,Lý Sân,Mạnh Tử Nghĩa,Vương Dương Minh",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRxMmE0dTU4NjQ0djI5NDEzYTR1MnYybjRkNHIycDU2NjI0djNqMmQzdzJzM2IzOTRkNHYzcTJ1Mm8zbDVxM240NzRrMmUzdjJnNGM0ajJ4MnIyeDRvNXYzbTRzMmwyYTNsNGYyNTN2Mjk0ZzI1NDU0MzVrMmQzeDJpMms0ZDN2NWgyODRvMmoyZzM1NHEzZDQ0NGsyaDNzMmYyYjNjM2syMDM0NHQzODQxNHEzZzRqNHc1aTQ5NGk0NzRvMjM0NjQxNGs0bTR5MjgzajVoNGk0czI1ZU9oQk0=&sub=,[],[],2016-05-18T16:00:00Z,ull 44 tập HD VietSub,Bành Học Quân,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/toi-khong-phai-tin-do-shopping-15496-thumbnail.jpg
Tân Tuyệt Đại Song Kiêu,Handsome Siblings,False,Phim Cổ Trang - Thần Thoại,Trung Quốc,"
Tân Tuyệt Đại Song Kiêu HD Vietsub, Handsome Siblings
Tân Tuyệt Đại Song Kiêu là dự án võ thuật chuyển thể, kể về hai anh hùng trẻ tuổi Giang Tiểu Ngư và Hoa Vô Khuyết. Họ vốn là hai anh em sinh đôi, bị thù hận chia cắt. Do ghen tuông mù quáng khi tình yêu không nhận được sự hồi đáp của Cung chủ Di Hoa Cung. Ả đã có màn trả thù cay độc. Vừa nhẫn tâm ra tay giết hại vợ chồng Giang Phong. Vừa nhẫn tâm chia cắt hai đứa trẻ sơ sinh, cố ý nuôi dưỡng hai người tách biệt. Khiến họ thù hận lẫn nhau và sau này tàn sát đối phương.
Giang Tiểu Ngư do Yến Nam Thiên – bạn của Giang Phong, chăm sóc. Là một người thông minh, tính cách giảo hoạt, miệng lưỡi bén nhọn. Tự xưng danh là “Thiên hạ đệ nhất ác ma”. Nhưng thực chất là người có tâm địa vô cùng thiện lương. Trong quá trình hành tẩu giang hồ, Giang Tiểu Ngư tình cờ gặp và kết thân với Hoa Vô Khuyết.
Hoa Vô Khuyết được Nhi vị Cung chủ nuôi dưỡng. Từ nhỏ đã được Cung chủ Di Hoa Cung Yêu Nguyệt thu nhận và truyền thụ võ công. Với mục đích báo thù cha của Tiểu mình. Là một công tử ngọc thụ lâm phong.
Vì không biết được thân phận của mình, mà hai người đã vô tình trở thành kẻ thù không đội trời chung. Trải qua bao sóng gió, cuối cùng hai anh em cũng nhận ra nhau. Đồng thời, hiểu được âm mưu quỷ kế cay độc của Cung chủ. Giang Tiểu Ngư và Hoa Vô Khuyết liền bắt tay nhau chống lại ả và những kẻ hiểm ác trong giang hồ.
 
","Hồ Nhất Thiên,Lương Khiết,Lương Tinh Nhàn,Trần Triết Viễn",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzQyNmU1aDR0Mm80MTZyNDU0bzRsMjc0ZzVxNTA0cTRsNGs0YzQwNGc0cTU5NDM2bDJxNGE0dDV5MzU0MTRxNGQ0bDRvNGE0bzRzMnMyMDRqNHc1azVvNG40aTRoNGY0ZjRvNGc0YjRvNXU1czVtNGY0ZW9EVnFC,[],[],2016-05-18T16:00:00Z,ull 44 tập HD VietSub,Lee Quang,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/tan-tuyet-dai-song-kieu-15481-thumbnail-250x350.jpg
Yêu Nhau Đi Thực Mộng Quân,Poisoned Love,False,Phim Tâm Lý - Tình Cảm,Trung Quốc,"
Yêu Nhau Đi Thực Mộng Quân HD Vietsub, Poisoned Love
Yêu Nhau Đi Thực Mộng Quân là một trong những dự án ngôn tình hot nhất tháng 10/2020. Bởi sở hữu một kịch bản chất lượng, cùng dàn diễn viên trẻ, tài sắc. Đặc biệt, nam chính Ngao Thụy Bằng đã vô cùng thành công trong hình tượng soái ca kinh điển, hớp hồn tất cả fan girl của bộ phim.
Thời Mạnh là CEO của công ty sản xuất phim hàng đầu trong nước Concept. Thành công mang về doanh thu hàng năm lên tới hàng chục tỷ. Với mộng tưởng có thể làm nên huyền thoại phòng vé. Là chàng trai theo chủ nghĩa hoàn hảo. Đẹp trai, lạnh lùng, cuốn hút, nhưng lại không để tâm tới chuyện yêu đương, hẹn hò.
Phương Ngôn là cô gái thiên tài trong lĩnh vực lồng tiếng phim. Với chất giọng thiên phú, cô cũng khá nổi trong cộng đồng mạng, với nick phụ Âm Tương. Tuy nhiên, cô mắc chứng bệnh lạ “mộng du trong tâm lý”. Nếu khi nào gặp chuyện khiến cô sợ hãi, cô lại rơi vào trạng thái mộng du hơn mười tiếng đồng hồ. Căn bệnh đã khiến cô gặp phải vô vàn chuyện phiền phức.
Đột nhiên, một ngày kia, khi cô phát bệnh và được Thời Mạnh giúp đỡ, thì cô đã lập tức tỉnh lại chỉ sau vài phút. Nhưng bởi vì chỉ kịp nhìn thấy bóng dáng phía sau, nên cô nhầm lẫn ân nhân của mình là Thời Nhất – anh trai Thời Mạnh. Từ đó, cô lên kế hoạch để tiếp cận nam ca sĩ minh tinh này. Với hi vọng có thể chữa khỏi bệnh. Bắt đầu là hiểu lầm. Và rồi, mối quan hệ giữa Phương Ngôn – Thời Mạnh – Thời Nhất như số mệnh trêu đùa. Liệu rằng, sự thật đến khi nào mới sáng toả?
 
 
","La Chính,Mã Đông Thần,Mã Mộng Duy,Ngao Thụy Bằng,Ngô Thừa Trạch,Sử Khanh Nghiên",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzQ3Nmk1bzR0Mmk0bzUzNGw0cDI0NGM0MDQxNm41czQ5NHIyaTR1NWo0bzVwMno1bDQ3NG40eTN4NWg1dzVzMngybzJsNGE0bzR0NDg0djUxNDc0MDQ2M200YjQxNmg0ZTQ1M2Q0aTR6NXg1bjVnNGo0ajRrNG81bVBMeHRV,[],[],2016-05-18T16:00:00Z,ull 24 tập HD VietSub,Lee Quang,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/yeu-nhau-di-thuc-mong-quan-15569-thumbnail-250x350.jpg
Liên Minh Thú Cưng,Pets United,True,Phim Hoạt Hình,Anh,"
Liên Minh Thú Cưng HD Vietsub, Pets United
Liên Minh Thú Cưng là bộ phim hoạt hình phiêu lưu hài hước. Xoay quanh hành trình giải cứu thế giới vô cùng thú vị của biệt đội thú cưng. Bao gồm các thành viên Roger, Belle, Walter, Sophie, Ronaldo, cùng những người bạn. Lấy bối cảnh sau khi trái đất bị một thế lực đen tối xâm chiếm. Con người tháo chạy toàn bộ. Và toàn thành phố chỉ còn lại các loài động vật. Cách duy nhất để sống sót, là chúng phải hợp tác với nhau để tìm cách đánh bại kẻ xấu.

","Eddie Marsan…,Natalie Dormer",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTQ0M3MyMjR2NHE1aTRwNWs0czRuNHozcjVsNTA2dTJ3NDg0ZjRxMm00ZjRjNHE1MzR1NW01ODRtNHAydDViNGU0YzRsMm40bjUyNjA0YTRyNGs0YzQwNHA0aTVrNDM0cDJyMnM0aTV2NTI2bDVwNHQyczJwMjgzazRlNG80czV1NWo0cTVpNHM0azRvNWI0ZDRoNGY0YzQ3N3lQemI=,[],[],2016-05-18T16:00:00Z,HD VietSub,Reinhard Klooss,92 phút,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/lien-minh-thu-cung-15551-thumbnail-250x350.jpg
Tương Dạ 2,Ever Night: Season 2,False,Phim Cổ Trang - Thần Thoại,Trung Quốc,"
Tương Dạ 2 HD Vietsub, Ever Night: Season 2
Tương Dạ 2 là tác phẩm cổ trang thần thoại được chuyển thể từ tiểu thuyết cùng tên của Miêu Nị. Tiếp nối phần 1, phần 2 xoay quanh chặng đường đầy gian nan sóng gió của Ninh Khuyết và Tang Tang.
Ninh Khiết là con một vị tướng tài năng của triều đình. Anh cũng là người có kiên cường mãnh liệt, trọng tình nghĩa. Bởi gia đình bị hãm hại, Ninh Khiết phải sống lưu lạc giang hồ. Từ đây mới có duyên gặp gỡ cô nàng Tang Tang. Cùng nhau trải qua bao thăng trầm, dần trường thành và có tình yêu sâu đậm.
Phần 2, Ninh Khiết đã thành công giải được oan khuất cho gia đình, sau những cố gắng không ngừng. Đồng thời, anh cũng được nhà vua tin tưởng. Được giao trọng trách quan trọng, phò tá vua, bảo vệ nhân dân. Nhưng rồi, biến cố vẫn không ngừng tìm đến. Lúc này, tương truyền Vĩnh Dạ xuất hiện, nhân gian đại nạn. Ninh Khiết phát hiện Tang Tang lại chính là vật dẫn Vĩnh Dạ đến nhân gian. Bởi vậy, Tang Tang liền trở thành mục tiêu truy sát toàn thiên hạ. Để bảo vệ Tang Tang, hai người đành lưu lạc khắp nơi.
Sau khi tìm hiểu, anh biết được người gây nên số mệnh tàn khốc cho Tang Tang là Hạo Thiên. Hắn vốn là nhân vật đang được thiên hạ sùng bái. Hắn còn kích động, khiến đại chiến thiên hạ bùng nổ. Tang Tang còn bị Hạo Thiên khống chế, phát động bạo kiếp Vĩnh Dạ. Ninh Khiết cùng đồng đội anh dũng chống địch. Cuối cùng dành chiến thắng, tiêu diệt Hạo Thiên, đem Tang Tang trở về. Từ đây, thế gian không còn Vĩnh Dạ, sống yên vui, hòa bình. Ninh Khiết và Tang Tang vượt qua sóng gió, hạnh phúc bên nhau.

","Dương Siêu Việt,Tống Y Nhân,Vương Hạc Đệ",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRxMmc1bjU4NGk1dTJ6Mm00ZDR3MnMyMDMzNHA0MzRxNTI0djNqMmQzejJzM2IzNTRoMnA0dTJqMmUzMjRyNW41dDN4MncyYjNmMmUzdjJrMjkzaTR0M240MjRnMnkyczI2NG4ybzJ0MmwyczIzNGQ0MzR0Mmo0bTR4Mmk0OTR0NTUzNjRwZFp1eEg=&sub=,[],[],2016-05-18T16:00:00Z,ull 43 tập HD VietSub,Lee Quang,45 phút/tập,2019,http://tv.phimmoi18.com/wp-content/uploads/2020/10/tuong-da-2-15466-thumbnail-250x350.jpg
Chuyên Gia Nhà Đất,I Will Find You A Better Home,False,Phim Tâm Lý - Tình Cảm,Trung Quốc,"
Chuyên Gia Nhà Đất HD Vietsub, I Will Find You A Better Home
Chuyên Gia Nhà Đất là bộ phim tạo nên cơn sốt khi khai thác đề tài về giới bất động sản, với sự hợp tác đầu tay của La Tấn – Tôn Lệ. Sở hữu kịch bản logic, hài hước, thực tê, nhưng vẫn giàu tính nhân văn. Bộ phim tựa như câu chuyện nhẹ nhàng, gần gũi, giúp người xem hiểu hơn về nỗi vất vả, khó khăn của những nhân viên bất động sản.
Phòng Tự Cẩm là điển hình của hình tượng nữ cường trên đấu trường kinh tế. Hiện cô đang là quản lý cấp cao của công ty môi giới bất động sản. Nữ giám đốc trẻ, khôn khéo, cá tính và mạnh mẽ. Xứng đáng là đại diện cho phụ nữ thế hệ mới dám nghĩ dám làm. Không vì khó khăn, thách thức mà chùn bước. Ngược lại, càng khó cô lại càng quyết chí đến cùng, và đạt được thành công vượt trội khiến không ít kẻ nóng mắt. Kẻ nào “cà khịa”, cô cũng không ngại ngần đáp trả.
Từ Văn Xương là một giám đốc có phần lập dị. Có quyết đoán trong công việc, lại chủ động trong tình cảm. Nhưng ban đầu, anh chàng vẫn có điểm yếu là quá thiên về tình cảm. Vì lẽ đó, Văn Xương gặp rắc rối trong chuyện tình với cô vợ mặt hoa da phấn Trương Thừa Thừa. Tuy nhiên, dần về sau, khi gặp gỡ Phòng Tự Cẩm, anh chàng dần có đối trọng trong công việc. Và bắt đầu thể hiện năng lực “bị lãng quên” của bản thân trong kinh doanh. Trở thành một hình mẫu lý tưởng của người đàn ông trong cuộc sống hiện đại.

","Dương Hạo Vũ,Điền Lôi,La Tấn,Tôn Giai Vũ,Tôn Lệ,Trương Hiểu Khiêm,Trương Manh,Vương Nghệ Triết,Vương Tự Kiện",4,http://lb.topphimhd.info/motphimmoi.php?url=cDV6NXI0bTRwNDMzMjRzMjQ2cjQ1Nm0yYTRyNHM1dDVpNXY1djR1MjY0aDRpNHQycTRiNDA0azVyNWk1NDRmNHE0NDQ2NGo0eDJrNGs0eTVjNGk1dTJiM2IzYTM4NWgzcDVmNDc1YjR6M3M0MzQzNXY1YjRoNHgyOTRyMmw0eDJiNGM0aTRoNTU0azRiNHQ0dDQ3ODQ2ZTRjMmIzYzRnNXAzeDRmNHg2eTVkMjc4aDUyOW02ZjdrNHIyeDIyNHozdDV3NXoyYjM3NGU0NjN1MkZ4WG52ZA==&sub=,[],[],2016-05-18T16:00:00Z,ull 53 tập HD VietSub,An Kiến,45 phút/tập,2020,http://tv.phimmoi18.com/wp-content/uploads/2020/10/chuyen-gia-nha-dat-15429-thumbnail-250x350.jpg
